Prefix,Firstname,Lastname,Prefix_1,Firstname_1,Lastname_1,P-Levenschtein Distance,F-Levenschtein Distance,L-Levenschtein Distance,P-Jaccard,F-Jaccard,L-Jaccard,P-jaroWinkler,F-jaroWinkler,L-jaroWinkler,sum,Label
davidyou,david,you,dave,david,liles,0.375,1,0,0.25,0.5,0,0.8,1,0,3.925,F
dtonhofer,david,sa,davidnault,david,nault,0.1,1,0.2,0.157894737,0.5,0.142857143,0.53,1,0.57,4.20075188,F
flyinprogrammer,alan,scherger,arobertson,alan,,0.133333333,1,0,0.24,0.5,0,0.39,1,0,3.263333333,F
igl,igor,g,swaminathang,swaminathan,g,0.083333333,0.090909091,1,0.133333333,0.066666667,0.5,0,0,1,2.874242424,F
jlindsey,john,lindsey,jvolkar,john,volkar,0.125,1,0,0.133333333,0.5,0.076923077,0.56,1,0.44,3.83525641,F
john,john,churchill,johnwang,john,wang,0.5,1,0,0.333333333,0.5,0,0.9,1,0,4.233333333,F
jpbarber,james,barber,jameslawless,james,lawless,0.25,1,0.285714286,0.15,0.5,0.153846154,0.59,1,0.54,4.46956044,F
karthikban,karthik,shivanna,kduddala,karthik,duddala,0.2,1,0.25,0.166666667,0.5,0.133333333,0.6,1,0.51,4.36,F
logjuser,logjuserjakarta,logjuserjakartaapacheorg,logjuser,users,logj,1,0.266666667,0.166666667,0.5,0.2,0.142857143,1,0.42,0.83,4.526190476,F
logjuser,logjuserjakarta,org,logjuser,logj,group,1,0.266666667,0.2,0.5,0.210526316,0.375,1,0.85,0.69,5.092192982,F
mam,michael,mcangus,zyh,michael,zhou,0,1,0.142857143,0,0.5,0.090909091,0,1,0.46,3.193766234,F
marcottedan,daniel,marcotte,ddekany,daniel,dekany,0.181818182,1,0,0.222222222,0.5,0.142857143,0.41,1,0.43,3.886897547,F
michaelwechner,michael,wechner,x,michael,xenakis,0,1,0.142857143,0,0.5,0.142857143,0,1,0.52,3.305714286,F
microburn,daniel,enman,deinspanjer,daniel,einspanjer,0.090909091,1,0.4,0.15,0.5,0.266666667,0.42,1,0.76,4.587575758,F
mike,mike,calmus,mikecampbell,mike,campbell,0.333333333,1,0.25,0.25,0.5,0.285714286,0.87,1,0.2,4.689047619,F
moleyharey,moleyharey,moleyharey,moleyharey,moleyhareygmailcom,moleyhareygmailcom,1,0.555555556,0.555555556,0.5,0.357142857,0.357142857,1,0.91,0.91,6.145396825,T
ozemale,john,turnbull,jsirois,john,sirois,0,1,0.125,0.071428571,0.5,0.071428571,0,1,0.43,3.197857143,F
pratt,chris,pratt,clcarsen,chris,larsen,0.125,1,0.166666667,0.153846154,0.5,0.181818182,0,1,0.41,3.537331002,F
rbergstrom,robert,bergstrom,digital,robert,leftwich,0.2,1,0.111111111,0.117647059,0.5,0.117647059,0.5,1,0.49,4.036405229,F
rgs,raul,s,rgszk,raul,segales,0.6,1,0.142857143,0.375,0.5,0.125,0.91,1,0.74,5.392857143,T
rupshall,robert,upshall,logjml,robert,fischer,0.125,1,0.142857143,0.142857143,0.5,0.142857143,0.43,1,0.52,4.003571429,F
timmcclure,tim,mcclure,tim,tim,watts,0.3,1,0,0.230769231,0.5,0,0.84,1,0,3.870769231,F
adamretter,adam,retter,gmail,adam,hiatt,0.1,1,0.166666667,0.133333333,0.5,0.181818182,0.37,1,0.58,4.031818182,F
andrew,andrew,munn,andrewpremdas,andrew,premdas,0.461538462,1,0.142857143,0.315789474,0.5,0.090909091,0.89,1,0,4.401094169,F
beagleboythefirst,tom,oneill,tomsheehan,tom,sheehan,0.176470588,1,0.142857143,0.259259259,0.5,0.153846154,0.46,1,0.44,4.132433144,F
brunoletual,bruno,tual,brunomelloni,bruno,melloni,0.5,1,0.142857143,0.347826087,0.5,0.090909091,0.85,1,0.46,4.891592321,F
ceki,,glc,murielklein,,murielkleinlibertysurffr,0.272727273,,0.041666667,0.2,,0.037037037,0,0,0,,F
craigsmith,craig,smith,javadevmtl,john,smith,0.2,0,1,0.15,0,0.5,0.53,0,1,3.38,F
dguimbellot,david,guimbellot,dave,david,thielen,0.181818182,1,0.3,0.133333333,0.5,0.235294118,0.1,1,0.58,4.030445633,F
donraikes,don,raikes,dlarmee,don,alterthought,0.333333333,1,0.083333333,0.25,0.5,0.166666667,0.63,1,0,3.963333333,F
dpb,david,britton,mumrah,david,arthur,0,1,0.285714286,0,0.5,0.153846154,0,1,0.54,3.47956044,F
egalluzzo,eric,email,ehwang,eric,hwang,0.111111111,1,0.2,0.2,0.5,0.1,0.1,1,0.47,3.681111111,F
egeorge,eric,george,ericscheie,eric,scheie,0.2,1,0.166666667,0.235294118,0.5,0.166666667,0.62,1,0.56,4.448627451,F
gursingh,gurdeep,singh,rsingh,randip,singh,0.75,0.285714286,1,0.428571429,0.230769231,0.5,0.92,0.64,1,5.755054945,F
ito,eduardo,ito,spock,eduardo,cominguez,0.2,1,0.111111111,0.125,0.5,0.166666667,0.51,1,0.48,4.092777778,F
jackieqqchang,jackie,chang,jackiewang,jackie,jackie,0.692307692,1,0,0.391304348,0.5,0.181818182,0.92,1,0.41,5.095430222,F
jcollier,john,collier,mmuculus,john,smith,0,1,0.142857143,0.125,0.5,0.083333333,0.5,1,0.45,3.801190476,F
jimohara,jim,ohara,jimmtedd,jim,patrick,0.375,1,0.142857143,0.1875,0.5,0.166666667,0.71,1,0.56,4.64202381,F
joe,joseph,walton,swalton,j,walton,0.142857143,0.166666667,1,0.1,0.142857143,0.5,0,0.75,1,3.802380952,T
ldelaforgefr,laurent,delaforge,ldh,laurent,hasson,0.166666667,1,0.111111111,0.133333333,0.5,0.133333333,0.69,1,0.52,4.254444444,F
logjuser,,logjuser,takacsbence,,takcs,0.181818182,,0.125,0.105263158,,0.076923077,0.48,0,0.44,,F
logjuser,logj,adamhmitchellgmailcom,logjuser,logj,group,1,1,0.047619048,0.5,0.5,0.076923077,1,1,0,5.124542125,F
mcox,matt,cox,mhughes,matt,hughes,0.142857143,1,0,0.090909091,0.5,0,0.52,1,0,3.253766234,F
mikezirkle,mike,zirkle,mmorgan,mike,morgan,0.2,1,0.166666667,0.117647059,0.5,0.083333333,0.55,1,0.44,4.057647059,F
plinnell,peter,linnell,peterneu,peter,neu,0.25,1,0.285714286,0.1875,0.5,0.2,0.52,1,0,3.943214286,F
robert,robert,kleemann,evans,robert,evans,0,1,0.375,0.090909091,0.5,0.230769231,0,1,0,3.196678322,F
scott,scott,ellsworth,scotth,scott,harrington,0.833333333,1,0.1,0.454545455,0.5,0.210526316,0.97,1,0.43,5.498405104,F
strutsuser,struts,struts,sqiu,struts,struts,0.2,1,1,0.142857143,0.5,0.5,0.61,1,1,5.952857143,T
thalbig,thomas,halbig,kuruvis,thomas,kuruvilla,0.142857143,1,0.111111111,0.071428571,0.5,0.2,0.43,1,0,3.455396825,F
timmulle,tim,mull,tnoonan,tim,noonan,0.125,1,0,0.066666667,0.5,0,0.48,1,0,3.171666667,F
tonykerz,tony,k,dejatony,tony,tony,0,1,0,0.3125,0.5,0,0.62,1,0,3.4325,F
vishal,vishal,rustagi,vishaljain,vishal,vishal,0.6,1,0.285714286,0.375,0.5,0.230769231,0.92,1,0.54,5.451483516,F
,one,one,,akashseo,akashseo,,0.125,0.125,,0.181818182,0.181818182,0,0,0,,F
akrieg,adam,krieg,adamk,adam,k,0.166666667,1,0.2,0.181818182,0.5,0.166666667,0.1,1,0.76,4.075151515,T
apennebaker,andrew,pennebaker,andrew,andrew,munn,0.272727273,1,0.2,0.235294118,0.5,0.142857143,0.53,1,0.57,4.450878533,F
avia,avi,avraham,avizohary,avi,zohary,0.444444444,1,0.142857143,0.307692308,0.5,0.230769231,0.3,1,0.53,4.455763126,F
david,david,duddleston,davidcrisp,david,crisp,0.5,1,0.1,0.333333333,0.5,0.066666667,0.9,1,0,4.4,F
davidjanovy,david,janovy,foreggerd,david,foregger,0,1,0,0.1,0.5,0.071428571,0.4,1,0.43,3.501428571,F
devnull,,,markjdesantis,desantis,,0.230769231,0,,0.15,0,,0,0,0,,F
dkx,karr,david,achepati,david,david,0,0.2,1,0,0.111111111,0.5,0,0.48,1,3.291111111,F
hermi,markus,herrmann,mmayer,markus,mayer,0,1,0.125,0.272727273,0.5,0.307692308,0,1,0.55,3.75541958,F
jeffdrew,jeff,drew,jeff,jeff,linwood,0.5,1,0.142857143,0.333333333,0.5,0.181818182,0.9,1,0.46,5.018008658,F
jhillertz,johan,hillertz,johanrydberg,johan,rydberg,0.25,1,0.25,0.19047619,0.5,0.133333333,0.56,1,0.51,4.393809524,F
logjuser,logj,user,logjuser,log,posting,1,0.75,0.142857143,0.5,0.428571429,0.090909091,1,0.94,0.46,5.312337662,F
logjuser,logjuser,logjuser,logjuser,logjuserjakartaapacheorg,logjuserjakartaapacheorg,1,0.333333333,0.333333333,0.5,0.25,0.25,1,0.87,0.87,5.406666667,F
logjuser,logjusermaillist,logjusermaillist,logjuser,users,logj,1,0.3125,0.25,0.5,0.238095238,0.2,1,0.42,0.85,4.770595238,F
marcfarrow,marc,farrow,marcberchtold,marc,berchtold,0.461538462,1,0.222222222,0.260869565,0.5,0.133333333,0.81,1,0.52,4.907963582,F
mrk,michael,krysiak,strathound,michael,schaefer,0.1,1,0,0.076923077,0.5,0.2,0.48,1,0.51,3.866923077,F
peter,peter,krenesky,plin,peter,lin,0.2,1,0.125,0.111111111,0.5,0.090909091,0.54,1,0.49,4.057020202,F
remkop,remko,popma,remkopopma,remko,popma,0.6,1,1,0.375,0.5,0.5,0.92,1,1,6.895,T
srao,sanjeev,rao,yogeshrao,yogesh,rao,0.444444444,0.142857143,1,0.307692308,0.153846154,0.5,0.45,0,1,3.998840049,F
,axbair,axbair,,one,one,,0,0,,0,0,0,0,0,,F
adnan,muhammad,qureshi,jamshedqureshi,jamshed,qureshi,0.142857143,0.25,1,0.105263158,0.266666667,0.5,0.42,0.61,1,4.294786967,F
ahmedalamiprestataire,ahmedalamiprestatairelapostefr,,stephanpaulicke,paulicke,,0.238095238,0.133333333,,0.277777778,0.131578947,,0.51,0,0,,F
allenitfinance,jorge,allen,jorgefdt,jorge,teglia,0.071428571,1,0.166666667,0.136363636,0.5,0.272727273,0.42,1,0.41,3.977186147,F
andrecs,,carlos,murielklein,,murielkleinlibertysurffr,0.090909091,,0.125,0.166666667,,0.1,0.49,0,0.47,,F
asamarna,ashish,amarnath,ashish,ashish,singh,0.25,1,0.25,0.142857143,0.5,0.153846154,0.62,1,0,3.916703297,F
blackrose,benny,yu,yuzhihong,ted,yu,0.111111111,0.2,1,0.055555556,0.125,0.5,0.41,0.51,1,3.911666667,F
cdo,chinh,do,cdo,cdo,cdo,1,0.2,0.666666667,0.5,0.125,0.4,1,0.56,0.89,5.341666667,T
czhu,zhu,caizhi,yaozhu,zhu,yao,0.5,1,0.166666667,0.3,0.5,0.111111111,0.75,1,0.5,4.827777778,F
danielw,daniel,weingaertner,danielknightly,daniel,knightly,0.428571429,1,0.25,0.285714286,0.5,0.2,0.86,1,0.53,5.054285714,F
esherm,esher,marc,mesher,esher,,0.666666667,1,0,0.5,0.5,0,0.89,1,0,4.556666667,F
etheroude,eric,theroude,eric,eric,lindvall,0.222222222,1,0,0.153846154,0.5,0.0625,0.1,1,0.42,3.458568376,F
gray,david,gray,lloy,david,lloyd,0.25,1,0.2,0.125,0.5,0.111111111,0.5,1,0.48,4.166111111,F
jamesn,james,noble,jmitchtx,james,mitchell,0.125,1,0.125,0.142857143,0.5,0.153846154,0.57,1,0,3.616703297,F
jeff,jeff,nichols,jterrace,jeff,terrace,0.25,1,0,0.166666667,0.5,0.071428571,0.63,1,0.43,4.048095238,F
jeffjensen,jensen,jeff,jblado,bladon,jeff,0.1,0.166666667,1,0.0625,0.083333333,0.5,0.48,0.44,1,3.8325,F
jgleason,jeff,gleason,jlar,jeff,jeff,0.375,1,0.142857143,0.25,0.5,0.090909091,0.74,1,0.46,4.558766234,F
joejwang,joe,wang,wweicong,weicong,wang,0.375,0.142857143,1,0.3125,0.2,0.5,0.68,0.49,1,4.700357143,F
johnbanks,john,banks,jmcnally,john,mcnally,0.333333333,1,0.142857143,0.176470588,0.5,0.166666667,0.61,1,0.4,4.329327731,F
johnsonm,matt,johnson,mpklein,matt,klein,0.125,1,0.142857143,0.133333333,0.5,0.083333333,0.42,1,0.45,3.85452381,F
kipz,james,carnegie,jameslawless,james,lawless,0,1,0.25,0,0.5,0.133333333,0,1,0.51,3.393333333,F
logjuser,logjuser,logjuser,logjuser,logj,,1,0.5,0,0.5,0.333333333,0,1,0.9,0,4.233333333,F
marsht,thomas,marsh,thalbig,thomas,halbig,0.142857143,1,0.166666667,0.230769231,0.5,0.181818182,0.37,1,0.46,4.052111222,F
mdiggory,mark,diggory,mlybarger,mark,lybarger,0.222222222,1,0.125,0.235294118,0.5,0.2,0.1,1,0.35,3.73251634,F
msanjay,sanjay,m,sansriva,sanjay,shrivastava,0.25,1,0,0.266666667,0.5,0,0.69,1,0,3.706666667,F
rowntreerob,robert,rowntree,augustynr,robert,augustyn,0.090909091,1,0,0.15,0.5,0.125,0.42,1,0.33,3.615909091,F
stephenpain,stephen,,trentandrews,andrews,,0.166666667,0,,0.304347826,0.214285714,,0.57,0.43,0,,F
thomas,thomas,koch,thomasweise,thomas,weise,0.545454545,1,0,0.352941176,0.5,0,0.91,1,0,4.308395722,F
zawadzki,mark,zawadzki,logjuser,mark,himsley,0,1,0,0,0.5,0.066666667,0,1,0,2.566666667,F
anthonyurso,anthony,urso,anthony,anthony,baker,0.636363636,1,0,0.388888889,0.5,0.111111111,0.93,1,0,4.566363636,F
bhavanki,bill,havanki,billrebey,bill,rebey,0.111111111,1,0,0.117647059,0.5,0,0.47,1,0,3.19875817,F
busbey,sean,busbey,slcasey,sean,casey,0.285714286,1,0.5,0.230769231,0.5,0.272727273,0.64,1,0.7,5.129210789,F
david,david,hosier,daviddurham,david,durham,0.454545455,1,0,0.3125,0.5,0.166666667,0.89,1,0.39,4.713712121,F
david,david,thielen,davidb,david,bosschaert,0.833333333,1,0.1,0.454545455,0.5,0.176470588,0.97,1,0,5.034349376,F
davidkellerman,david,kellerman,davidnickerson,david,nickerson,0.571428571,1,0.333333333,0.321428571,0.5,0.222222222,0.86,1,0.63,5.438412698,F
dshriver,shriver,daniel,danielwieser,wieser,daniel,0.333333333,0.285714286,1,0.25,0.307692308,0.5,0.65,0.58,1,4.906739927,F
evans,robert,evans,rkanter,robert,kanter,0.285714286,1,0.166666667,0.25,0.5,0.272727273,0.56,1,0.58,4.615108225,F
frank,frank,kurzawa,fzammett,frank,zammetti,0.25,1,0,0.153846154,0.5,0.133333333,0.6,1,0.51,4.147179487,F
grahamstewart,graham,stewart,dysonbags,graham,clark,0.153846154,1,0.285714286,0.136363636,0.5,0.166666667,0.29,1,0.56,4.092590743,F
hongcz,,,ralphgoers,,ralphgoers,0.1,,0,0.1875,,0,0,0,0,,F
jasonriz,jason,rizer,jasonhane,jason,hane,0.555555556,1,0.2,0.294117647,0.5,0.111111111,0.84,1,0.48,4.980784314,F
jsowell,john,sowell,caron,john,caron,0,1,0,0.083333333,0.5,0.090909091,0.45,1,0.46,3.584242424,F
jstauffe,james,,jimrabrower,james,brower,0.272727273,1,0,0.157894737,0.5,0,0.59,1,0,3.52062201,F
jzhao,jin,,smj,,,0,0,,0.125,0,,0,0,0,,F
logcxxdev,logcxx,dev,lognetdev,lognet,dev,0.666666667,0.5,1,0.333333333,0.25,0.5,0.81,0.77,1,5.83,F
logjuser,,list,logjuser,ml,email,1,0,0,0.5,0,0.222222222,1,0,0.48,3.202222222,F
logjuser,logjuserjakarta,logjuserjakartaapacheorg,logjuser,logjuserjakarta,email,1,1,0.083333333,0.5,0.5,0.103448276,1,1,0,5.186781609,F
logjuser,logjuserjakartaapacheorg,logjuserjakartaapacheorg,logjuser,logj,users,1,0.166666667,0.166666667,0.5,0.142857143,0.137931034,1,0.83,0.41,4.354121511,F
mbrooke,michael,brooke,michaelwechner,michael,wechner,0.142857143,1,0.142857143,0.142857143,0.5,0.153846154,0.53,1,0.44,4.052417582,F
mike,mike,baranski,mike,mike,papper,1,1,0.125,0.5,0.5,0.142857143,1,1,0.53,5.797857143,F
miked,mike,dougherty,mikebk,mike,blakeknox,0.666666667,1,0,0.363636364,0.5,0.111111111,0.89,1,0.41,4.941414141,F
mpdeegan,michael,deegan,michaelsukianto,michael,sukianto,0.266666667,1,0.25,0.173913043,0.5,0.142857143,0.1,1,0.53,3.963436853,F
norrisl,norris,lee,kglee,kevin,lee,0,0.166666667,1,0.083333333,0.181818182,0.5,0,0.46,1,3.391818182,F
plin,,,carlospampin,,pampn,0.25,,0,0.25,,0,0.44,0,0,,F
psteele,peter,steele,choepete,peter,choe,0.375,1,0.166666667,0.333333333,0.5,0.1,0,1,0.47,3.945,F
pwp,michael,hu,mike,michael,schronen,0,1,0.125,0,0.5,0.1,0,1,0,2.725,F
ssmith,scott,smith,psmith,paul,smith,0.833333333,0,1,0.416666667,0,0.5,0.89,0,1,4.64,F
stevej,steve,johnson,davidj,dave,johnson,0.166666667,0.4,1,0.166666667,0.222222222,0.5,0.56,0.47,1,4.485555556,F
stevewidom,steve,widom,stevefolly,steve,folly,0.5,1,0,0.3,0.5,0.1,0.84,1,0.47,4.71,F
subscriber,eric,schwarzenbach,ericpieters,eric,pieters,0.272727273,1,0.076923077,0.285714286,0.5,0.15,0.58,1,0.31,4.175364635,F
thomasnguyen,thomas,nguyen,thomassvensen,thomas,svensen,0.615384615,1,0.285714286,0.36,0.5,0.230769231,0.87,1,0.53,5.391868132,F
vasuvasi,srinivas,rao,yogu,yogesh,rao,0.125,0,1,0.083333333,0.071428571,0.5,0.46,0.43,1,3.669761905,F
whitedragon,kevin,yap,kshaughnessy,kevin,shaughnessy,0.083333333,1,0.090909091,0.217391304,0.5,0.142857143,0.49,1,0.47,3.994490871,F
zyh,michael,zhou,michaelcoughlan,michael,coughlan,0.066666667,1,0.125,0.055555556,0.5,0.25,0.47,1,0,3.467222222,F
zymurgist,eric,george,ekreid,eric,reid,0.222222222,1,0.166666667,0.133333333,0.5,0.2,0.52,1,0,3.742222222,F
aefrank,al,frank,alniessner,al,niessner,0.2,1,0.125,0.235294118,0.5,0.153846154,0.52,1,0.44,4.174140271,F
cbivey,brian,ivey,bpurvis,brian,purvis,0.142857143,1,0.166666667,0.230769231,0.5,0.2,0.53,1,0.47,4.24029304,F
chriscustine,chris,custine,chris,chris,wensel,0.416666667,1,0,0.294117647,0.5,0.230769231,0.88,1,0.53,4.851553544,F
dkoch,david,koch,dave,david,thielen,0.2,1,0,0.111111111,0.5,0.090909091,0.54,1,0.46,3.902020202,F
eric,eric,maland,ebenze,eric,b,0.166666667,1,0,0.1,0.5,0,0.52,1,0,3.286666667,F
fanweiweijlu,david,fan,dglick,david,glick,0.083333333,1,0,0.111111111,0.5,0,0.42,1,0,3.114444444,F
jamesrichardson,james,richardson,jlaw,james,law,0.133333333,1,0.1,0.105263158,0.5,0.076923077,0.59,1,0,3.505519568,F
jappdev,none,none,jappdev,tasso,developer,1,0,0.222222222,0.5,0.111111111,0.153846154,1,0,0.45,3.437179487,F
jcurlier,jerome,curlier,jmoliere,jerome,moliere,0.5,1,0.428571429,0.3125,0.5,0.285714286,0.66,1,0.55,5.236785714,F
johnhaleani,john,haleani,johngiaccotto,john,giaccotto,0.384615385,1,0.111111111,0.25,0.5,0.125,0.77,1,0.42,4.560726496,F
jterrace,jeff,terrace,jeffsawatzky,jeff,sawatzky,0.166666667,1,0,0.2,0.5,0.133333333,0.59,1,0,3.59,F
jtyrrell,jim,tyrrell,jimohara,jim,ohara,0.125,1,0.142857143,0.125,0.5,0.083333333,0.55,1,0.45,3.976190476,F
jvfield,jeff,field,jeffdrew,jeff,drew,0.25,1,0.2,0.266666667,0.5,0.222222222,0.65,1,0.48,4.568888889,F
karlstrom,frank,karlstrom,kellyfj,frank,kelly,0.222222222,1,0.222222222,0.125,0.5,0.142857143,0.55,1,0.59,4.352301587,F
kejohnson,johnson,cwtmsp,clayjohnson,johnson,clay,0.636363636,1,0.166666667,0.35,0.5,0.1,0.8,1,0.52,5.073030303,F
kevinodell,kevin,odell,kcboyes,kevin,boyes,0.3,1,0.2,0.176470588,0.5,0.2,0.62,1,0.6,4.596470588,F
leozilla,david,leonhartsberger,mumrah,david,arthur,0,1,0.266666667,0.071428571,0.5,0.238095238,0.43,1,0.49,3.996190476,F
mfrost,mark,frost,markgordon,mark,gordon,0.3,1,0.166666667,0.1875,0.5,0.181818182,0.64,1,0.41,4.385984848,F
michaelpitoniak,michael,pitoniak,mwang,michael,it,0.2,1,0.25,0.15,0.5,0.2,0.56,1,0.75,4.61,F
mike,michael,mckibben,mchase,michael,chase,0.333333333,1,0.25,0.2,0.5,0.153846154,0.65,1,0.55,4.637179487,F
phillip,phillip,liu,pqin,phillip,qin,0.285714286,1,0.333333333,0.181818182,0.5,0.166666667,0.64,1,0.56,4.667532468,F
ralphgoers,,ralphgoers,ralphgoers,ralph,goers,1,0,0.5,0.5,0,0.333333333,1,0,0,3.333333333,T
rhavyn,chris,conrad,cknlist,chris,naude,0,1,0.166666667,0.076923077,0.5,0.272727273,0.44,1,0,3.456317016,F
rohde,alexander,rohde,talex,alexander,troppmann,0,1,0.222222222,0.1,0.5,0.142857143,0.47,1,0.54,3.975079365,F
rreddy,reddy,ramachandra,sureshreddy,reddy,suresh,0.545454545,1,0.090909091,0.352941176,0.5,0.117647059,0,1,0.51,4.116951872,F
simonparkmail,simon,simon,simongibbs,simon,gibbs,0.384615385,1,0.2,0.260869565,0.5,0.2,0.81,1,0.47,4.82548495,F
standingbear,jim,bear,jtyrrell,jim,tyrrell,0.166666667,1,0.142857143,0.15,0.5,0.181818182,0.47,1,0,3.611341991,F
stevel,steve,loughran,steveebersole,steve,ebersole,0.461538462,1,0,0.315789474,0.5,0.1875,0.84,1,0.33,4.634827935,F
thalbig,thomas,halbig,tsaxtoft,thomas,tsaxtoftsondagsavisendk,0.25,1,0.086956522,0.133333333,0.5,0.103448276,0.56,1,0.4,4.033738131,F
thomasjohnson,thomas,johnson,willjohnsonsearch,will,johnson,0.294117647,0,1,0.333333333,0,0.5,0.57,0,1,3.69745098,F
ttm,thomas,muller,marsht,thomas,marsh,0,1,0.166666667,0.222222222,0.5,0.181818182,0,1,0.1,3.170707071,F
womack,mark,womack,markayad,mark,ayad,0.125,1,0.166666667,0.214285714,0.5,0.1,0.63,1,0.47,4.205952381,F
andibroeker,andreas,brker,andreasgrund,andreas,grund,0.25,1,0.2,0.260869565,0.5,0.1,0.78,1,0.47,4.560869565,F
cnauroth,chris,nauroth,chris,chris,wensel,0.25,1,0,0.230769231,0.5,0.076923077,0.6,1,0.44,4.097692308,F
csw,charles,charles,charles,charles,charles,0.142857143,1,1,0.2,0.5,0.5,0.54,1,1,5.882857143,T
danielnebot,daniel,nebot,danielywoo,daniel,woo,0.636363636,1,0.2,0.333333333,0.5,0.125,0.87,1,0.51,5.17469697,F
david,david,duddleston,davidg,david,grigglestone,0.833333333,1,0.5,0.454545455,0.5,0.272727273,0.97,1,0.7,6.230606061,F
dlarmee,donald,alterthought,dlarmee,donald,larmeealterthought,1,1,0.666666667,0.5,0.5,0.4,1,1,0.83,6.896666667,T
dmiperl,dmitry,dmitry,dims,dmitry,kravchenko,0.285714286,1,0,0.272727273,0.5,0.0625,0.65,1,0.42,4.190941558,F
dyf,,dyf,mqg,,,0,,0,0,,0,0,0,0,,F
esmith,eric,smith,shawn,shawn,smith,0.166666667,0,1,0.181818182,0,0.5,0.46,0,1,3.308484848,F
fzammett,frank,zammetti,karlstrom,frank,karlstrom,0.111111111,1,0.222222222,0.176470588,0.5,0.176470588,0.46,1,0,3.64627451,F
gilliandaniel,daniel,gillian,dcarvalho,daniel,carvalho,0.153846154,1,0,0.181818182,0.5,0.133333333,0.41,1,0.35,3.728997669,F
gmail,adam,hiatt,adam,adam,dudczak,0.2,1,0,0.222222222,0.5,0.083333333,0.47,1,0,3.475555556,F
jim,jim,fulton,jamesjoh,jim,johnson,0.25,1,0.285714286,0.181818182,0.5,0.153846154,0.68,1,0.54,4.591378621,F
jmcnally,john,mcnally,johngiaccotto,john,giaccotto,0.230769231,1,0.111111111,0.19047619,0.5,0.125,0.1,1,0.34,3.597356532,F
jstauffe,james,,hongcz,,,0,0,,0,0,,0,0,0,,F
logjuser,list,mailing,logjuser,logj,paduffyciscocom,1,0.25,0.133333333,0.5,0.125,0.136363636,1,0.55,0,3.69469697,F
logjuser,log,posting,logjuser,apache,logj,1,0,0.142857143,0.5,0,0.181818182,1,0,0.46,3.284675325,F
logjuser,logj,womackadobecom,logjuser,logj,,1,1,0,0.5,0.5,0,1,1,0,5,F
logjuser,ml,logjuser,logjuser,logjuserjakarta,org,1,0,0.125,0.5,0.058823529,0.272727273,1,0.52,0.64,4.116550802,F
mark,mark,duske,markmasterson,mark,masterson,0.307692308,1,0.222222222,0.235294118,0.5,0.142857143,0.86,1,0.54,4.80806579,F
michaelhurd,mike,hurd,mike,mike,mike,0.272727273,1,0,0.2,0.5,0,0.74,1,0,3.712727273,F
michaelmattox,michael,mattox,mburbidg,michael,burbidge,0.076923077,1,0,0.095238095,0.5,0,0.52,1,0,3.192161172,F
mikeschall,michael,schall,michaelerskine,michael,erskine,0.214285714,1,0,0.375,0.5,0.076923077,0.73,1,0.44,4.336208791,F
mmuculus,john,smith,stledger,john,ledger,0,1,0,0.125,0.5,0,0.42,1,0,3.045,F
mroytman,michael,roytman,michael,michael,duergner,0.125,1,0,0.133333333,0.5,0.133333333,0.56,1,0.51,3.961666667,F
mymailinglists,mailing,list,users,maven,list,0.071428571,0.428571429,1,0.105263158,0.25,0.5,0,0.74,1,4.095263158,F
myoder,mike,yoder,mmccown,mike,mccown,0.142857143,1,0,0.153846154,0.5,0.090909091,0.59,1,0.46,3.937612388,F
postmenow,eddie,post,ekbush,eddie,bush,0,1,0.25,0.133333333,0.5,0.125,0.43,1,0.5,3.938333333,F
pratt,chris,pratt,chris,chris,dolan,0,1,0,0.1,0.5,0.1,0.47,1,0.47,3.64,F
reynhout,andrew,reynhout,chillweeder,andrew,b,0,1,0,0.157894737,0.5,0,0,1,0,2.657894737,F
tbee,tom,eugelink,tomhsu,tom,hsu,0.166666667,1,0,0.1,0.5,0.090909091,0.52,1,0.49,3.867575758,F
vwu,vernon,smith,haefeleuser,john,smith,0.090909091,0.166666667,1,0.071428571,0.2,0.5,0,0,1,3.029004329,F
wilsonny,xiaoshuang,wang,wangfy,fuyan,wang,0.25,0.2,1,0.214285714,0.2,0.5,0.66,0.43,1,4.454285714,F
adamk,adam,k,mankuk,vinayak,k,0.333333333,0.285714286,1,0.272727273,0.181818182,0.5,0,0,1,3.573593074,F
akornev,andrew,kornev,afelle,andrew,feller,0.285714286,1,0.166666667,0.153846154,0.5,0.166666667,0.59,1,0.39,4.252893773,F
apachejira,mike,lundy,wilkystorm,mike,wilkinson,0.1,1,0.222222222,0.1,0.5,0.142857143,0,1,0,3.065079365,F
chris,chris,jones,crgunn,chris,gunn,0.166666667,1,0.2,0.181818182,0.5,0.111111111,0.62,1,0.48,4.25959596,F
chrisd,chris,darroch,chris,chris,hane,0.833333333,1,0.142857143,0.454545455,0.5,0.181818182,0.97,1,0.46,5.542554113,F
chudak,charles,hudak,ctuckey,charles,tuckey,0.285714286,1,0.166666667,0.230769231,0.5,0.181818182,0.68,1,0.58,4.624968365,F
dave,dave,cramer,snoopdave,dave,johnson,0.444444444,1,0,0.307692308,0.5,0,0,1,0,3.252136752,F
dave,dave,newton,daveking,dave,king,0.5,1,0,0.333333333,0.5,0.1,0.9,1,0.47,4.803333333,F
